categorie,nom,sigle,numero_inscription,date_reconnaissance,adresse_siege,courriel,domaine_intervention,zones_declarees,departements_reconnus,communes_reconnues,pcodes_communes,methode_rattachement,nationalite,nationalite_source,moniteur,source_id,source,date_extraction,statut_valeur,niveau_qualite,version
ONG enregistrées (registre légal),Haiti Union,HU,B-0460,8-May-09,"426, Cote-Plage 22-24, Carrefour www.haitiUnion.org",,Santé; Education,Ouest (Carrefour et ses environs),Ouest,Carrefour,HT0113,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Haiti Vision , Inc.",HV,B-0264,15-Jul-97,"II 48 Ave. La HATTE, Petit-Gôave",,Assistances Sociales,Petit-Goâve,,Petit-Goâve,HT0122,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haitian Education and Leadership Program,HELPR,B-0475,11-May-10,"18, Rue Casseus, Pacot P.O Box 19033 info@haitianeducation.org",,Education,National,,,,zones déclarées non reconnues,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haitian Educational Development Organization,HEDO-HAITI,B-0469,23-Nov-09,"P.O. Box 30121-HT 6120 Delmas, Haiti hedohaiti@yahoo.com",,Education,Saut-d\\\&#039;Eau Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haitian Resource Development Foundation,HRDF,B-0167,14-Apr-94,"17, 2e Ruelle Wilson, Pacot",aldyc@att.net,Santé; Education,Santé; Education,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,#48 - 16/6/94,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haitian Sports Foundation,HSF,B-0581,,"123, rue de l\\\&#039;hopital, Anse a Veau",hadem2010@yahoo.com,education sportive,anse a veau,,Anse-à-Veau,HT1021,noms reconnus dans le texte libre des zones déclarées,Américaine,americaine,"87, 12/05/16",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Handicap International,HI,B-0458,4-Mar-09,"25, Rue Chochote, Pacot, P-au-P hial.cdmhaiti@yahoo.fr hrobin@handicap-international-2tlas.org",,Assistance Humanitaire,Artibonite (Gonaives),Artibonite,Gonaïves,HT0511,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Handicap International Belgique,HIB,B-0487,23-Aug-10,"40, Villa Issa, Rue Jean Price Mars,Puits Blains,Rte de Freres",,Ass; Technique Ass; Humanitaire Aide au Devt,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Belge,Belge,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Harvest International, Inc",HI,B-0345,24-Nov-03,"12, Cité Lumière, Cayes",,Education,Cayes,,,,zones déclarées non reconnues,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Healing Hands For Haïti,HHH,B-0337,22-Sep-03,"370, Ave John Brown, Bourdon // 9, Rue Dalencourt Ave John Brown",infohandsforhaiti@gmail.com,Santé,Port-au-Prince Cayes,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Health Education Learning Ressources Project Inc,HELP,B-0169,28-Dec-94,"Vaudreuil, Route Malpasse entrée Latremblay # 5",,Agriculture,Aquin,,Aquin,HT0731,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Health Through Walls, Inc",HTW,SS-0627,14-Aug-17,"#13,rue choucoute, babiole",info@healthoughwalls.org,sante,territoire nationale,,,,zones déclarées non reconnues,Américaine,americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Heart to Heart International,HHI,B-0533,3-Aug-11,"15, Imp Saint Marc,Delmas 105 Rte de Freres,Petion Ville",steve.weber@hearttoheart.org,Sante,Port-au-prince Leogane Thiotte Pichon La Chapelle,,La Chapelle ; Léogâne ; Port-au-Prince ; Thiotte,HT0111 ; HT0121 ; HT0233 ; HT0533,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Heifer Project International Haïti,HPI-HAITI,B-0400,,"226, Rte de Delmas (entre 17 et 19)",,Agriculture; Elevage,Limbé La Victoire Cayes Léogane Jacmel Anglais,,Jacmel ; La Victoire ; Limbé ; Léogâne,HT0121 ; HT0211 ; HT0345 ; HT0361,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Help for Haiti, Inc",HFH,B-0552,24-Oct-11,"22, Santos 12",helpforhaiti.inc@gmail.com,Sante,Riviere Froide,,,,zones déclarées non reconnues,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Help Hospital Hand School Haiti Org,HHSH ORG,B-0608,20-Oct-16,"#18 carrefour darbonne, fond sable",helphospitaleong@yahoo.fr,"assistance sociale, sante,education",leogane,,Léogâne,HT0121,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Help-Hilfe Zur Selbsthilfe e.V,Help-Allemagne,B-0545,,"6,rue Borno,Petit-Goave",info@help-ev.de,Ass Humanitaire Construction,Leogane,,Léogâne,HT0121,noms reconnus dans le texte libre des zones déclarées,Allemande,Allemande,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Helpage International,HAI,B-0570,29-Aug-12,"18,rue des Platons,Belvil,Petion-ville",gduhamel@helpagehaiti.orgcountrydirectorhelpagehaiti.org,"Assistance sociale, Aide au developpement",12 communes des departements de l&#039;ouest et du Sud-est,Ouest ; Sud ; Sud-Est,,,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Hollywood Unites for Haiti,HUFH,B-0486,12-Aug-10,"10,Imp Laurenceau,Tabarre 72,Torcelle",,Aide au Devt Ass. Humanitaire,Corail Ceslesse(Ouest),Ouest,Corail,HT0831,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Honor for Haiti Foundation/ Fondation Honneur pour Haiti,FONHOH,B-0637,29-Nov-17,"6, rue murat, bon repos",mjeanpie@tulane.edu,education,"lagoun, section communale Belladere",,Belladère,HT0632,noms reconnus dans le texte libre des zones déclarées,Américaine,americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Hope for Haiti Children&#039;s Center, Inc / Danita&#039;s Children",DANITA&#039;S CHILDREN,B-0633,14-Aug-17,"#225,rue espagnol, ouanaminte, nord-est",,education -sante - agriculture,Nordd-est,Nord,,,noms reconnus dans le texte libre des zones déclarées,Américaine,americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Hope For Haïti\&#039;s Children/ Espoir pour les Enfants d\&#039;Haïti,HHC/EEH,B-0407,25-Sep-06,"182, Delmas 28B",,Evangélisation; Assistance Sociale,Petite Place Caseau,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Hope Worldwide -Haiti,HWH,B-0615,,,stansar3x27@gmail.com,"sante, education ,assistance sociale","bodarie , departement du sud",Sud,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Horizon Chrétien pour Haiti,HCH,B-0566,19-Feb-15,"1, rue 3 village Theodat, Clercine",elsa.hilaire@yahoo.fr,Assistance sociale,"Croix-des-bouquets,Delmas,Tabarre",,Croix-Des-Bouquets ; Delmas ; Tabarre,HT0112 ; HT0118 ; HT0131,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Hosean International Ministries,HIM,B-0403,25-Sep-06,"159, Rue 7H, Cap-Haïtien",,Education; Développement Communautaire,Pignon Passe Cayimite Lapila La Victoire Cap-haïtien,,Cap-Haïtien ; La Victoire ; Pignon,HT0311 ; HT0344 ; HT0345,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Inclusion,,SS-0573,13-Feb-15,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Initiative d&#039;Appui aux Personnes en Danger,IAPED,B-0373,5-Jul-05,"90, Rue Estimé, Ave Pouplard",,Assistance Sociale,Petit Marché (Ganthier),,Ganthier,HT0133,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Initiative d\&#039;Aide de Développement et d\&#039;Encadrement d\&#039;Enfant,IDADÉE,B-0578,19-Fév-15,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Initiative Développement,ID,B-0203,20-Dec-95,Belvil 7,,Santé; Agriculture,Artibonite Nord\&#039;Ouest,Ouest ; Nord ; Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Initiative en faveur des personnes en Detresse e.V.,ARCHE NOVA,B-0509,31-Mar-11,"17, rue Lamothe , Peguy-Ville",,,Ouest-Petit-Goave,Ouest,Petit-Goâve,HT0122,noms reconnus dans le texte libre des zones déclarées,Allemande,Allemande,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Initiative pour la Protection de l&#039;Environnement et de l&#039;Encadrement des Jeunes,IPEEJ,B-0650,26-Nov-18,"#128 rue capois et cadet jeremie, carrefour-feuille",info@ipeej.org,"Morne l&#039;hopital, carrefour-feuillle",environnement - education,,,,zones déclarées non reconnues,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Initiative Pour le Developpement des Jeunes,IDEJEN,B-0474,,"98, Rue Grégoire, Pétion-Ville",,Education,Tabarre Cité Soleil Carrefour Martissant Petion-Ville,,Carrefour ; Cité Soleil ; Pétion-Ville ; Tabarre,HT0113 ; HT0114 ; HT0117 ; HT0118,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Catholique Haïtienne d&#039;Aide aux Nécessiteux,ICHAN,B-0236,4-Apr-96,"Route Duplan 2, zone Dikao, BP.17042",,Assistances Sociales,Fermathe,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut de Développement Municipal,IDM,B-0294,19-Mar-02,"67, Rue Waag",,Municipalité,Ouest Nord Nord&#039;Ouest,Ouest ; Nord,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut de Technologie et d\&#039;Animation,ITECA,B-0519,11-May-11,"3bis, 3eme ruellle Riviere,Bourdon",,Agriculture Ass Technique,Petit Boucan(Gressier),,Gressier,HT0116,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Fame Pereo et le Cardinal Léger et ses Oeuvres,IFP/CLO,A-0046,6-Sep-84,"160, Ave. Poupelard , BP.1336, P-au-P",,Santé; Education; Eau Potable,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,"# 3, 10/01/85",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Haïti de Développement Intégral,IHDI,B-0432,27-Feb-08,"26,Imp Boule de Gomme,Rte de Freres",,Agriculture,"Arcahaie (1ere Section Communale Boucassin, 2eme Fonds Baptiste, Courjolle, Torcelle)",,Arcahaie,HT0141,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Haïtien de l&#039;Enfance,IHE,A-0110,10-Sep-87,"41, Rue Borno, P-V",,Documentation et Recherche,Documentation et Recherche,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 5A - 18/01/88,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Haïtien de Santé Communautaire,INHSAC,A-0097,,"Angle Rues Rigaud et Lambert, Pétion-ville B.P13408",,Santé Communautaire,Santé Communautaire,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 71-A - 31/8/87,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut National pour le Développement et la Promotion de la Couture,INDEPCO,B-0151,,"67, Rue de l\&#039;Enterrement, Etage Cabinet TABUTEAU",indepco@yahoo.com,Artisanat,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Of Grace,IOG,B-0656,9-Jun-20,"1er entrée St Antoine, montagne de miracia kane, mercier, Haiti",iograce2001@gmail.com,"Merger, commune de Gresier",Sante,,,,zones déclarées non reconnues,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Panos,IP,B-0679,15 MAI 2023,"14, rue borno Petion-ville",haiti@panoscaribeen.org,Santé,"ouest, artibonite, Nord et nord-est",Ouest ; Nord ; Nord-Est ; Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Institut pour la Santé, la Population et le Développement",ISPD,B-0658,9-Jun-20,"Angle des rues clerveaux et darguin, immeuble",ispdhaiti@gmail.com,Dix departements,Sante,,,,zones déclarées non reconnues,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Supérieur de Formation Politique et Sociale,ISPOS,B-0324,29-May-03,"56, Rue Darguin, Place Boyer, P-V",,Education,Pétion-Ville,,Pétion-Ville,HT0114,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Institut Toussaint,IT,A-0114,29-Sep-87,Rue Magloire Ambroise Jacmel,,Education; Assistance Sociale,Jacmel,,Jacmel,HT0211,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Integrated Foundation Toward Cooperation in Haiti,IFOCOH,B-0335,22-Sep-03,"50, Rue Villemenay",,Assistance Sociale,Artibonite,Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Inter Aide,IA,A-0127,17-Nov-88,"2bis, ruelle Lechaud (en face du #11), Bourdon",interaidehaiti@interaide.org,Education; Santé; Eau Potable,Education; Santé; Eau Potable,,,,zones déclarées non reconnues,Française,Française,# 74 - 25/9/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Interchurch Medical Assistance,IMA,B-0434,,"14, Impasse Hérard, Delmas 75",,Santé,"Cap-Haïtien, Plaisance, Limbé. Port-Margot, Acul-du-Nord",Nord,Acul du Nord ; Cap-Haïtien ; Limbé ; Plaisance ; Port-Margot,HT0311 ; HT0321 ; HT0352 ; HT0361 ; HT0371,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Intermon Oxfam,IO,B-0439,10-Mar-08,"4, Rue Marcadieu, Bourdon",,Aide au Developpement; Assistance Humanitaire,Vallée de l\&#039;Artibonite,Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Espagnole,Espagnole,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"International Alliance For Health And Social Development, Inc",IAHSD,B-0246,3-Jul-95,"6, Rue Salomon, Christ-Roi, P-au-P",,Santé,Port-au-Prince et ses Environs,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),International Child Care,ICC,A-0051,6-Nov-84,"38, Delmas 31, BP.1767, P-au-P",,Santé; Nutrition,Ouest Centre,Ouest ; Centre,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,"# 2, 7/01/85",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),International Crisis Group,Crisis Group,B-0448,9-Sep-08,"27, Ruelle Pie, Delmas 83",,Assistance Technique; Aide au Developpement,Port-au-Prince et les principales villes,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"International Emergency and Development Aid, Inc",IEDA Relief,B-0559,,"4,rue Bonamy via Charbonnieres,Delmas 33",iedareliefhaitiops@gmail.com,"Eau, Assainissement et Hygiene",Leogane,,Léogâne,HT0121,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
